Pokémon,Sentiment,Sentiment_stemmed,Type,HP,Attack,Defense,SpAtk,SpDef,Speed,Total,Generation,Legendary,Tokens,Tokens_stemmed
Grubbin,5.703921568627452,5.7209090909090925,Bug,47,62,45,55,45,46,300,VII,None,"['grubbin', 'small', 'insectoid', 'pokémon', 'white', 'body', 'three', 'nubs', 'either', 'side', 'resembling', 'simple', 'legs', 'two', 'yellow', 'spots', 'side', 'head', 'dominated', 'two', 'large', 'yellow', 'mandibles', 'reddish-orange', 'tips', 'rest', 'head', 'brown', 'reddish-orange', 'structure', 'yellow', 'rim', 'top', 'large', 'black', 'eyes', 'white', 'pupils', 'grubbin', 'typically', 'lives', 'underground', 'uses', 'jaw', 'weapon', 'tool', 'burrowing', 'extracting', 'sap', 'trees', 'additionally', 'create', 'sticky', 'threads', 'shoots', 'mouth', 'uses', 'swing', 'around', 'though', 'suspension', 'wires', 'loves', 'electricity', 'found', 'near', 'power', 'plants']","['grubbin', 'small', 'insectoid', 'pokémon', 'white', 'bodi', 'three', 'nub', 'either', 'side', 'resembl', 'simpl', 'leg', 'two', 'yellow', 'spot', 'side', 'head', 'domin', 'two', 'larg', 'yellow', 'mandibl', 'reddish-orang', 'tip', 'rest', 'head', 'brown', 'reddish-orang', 'structur', 'yellow', 'rim', 'top', 'larg', 'black', 'eye', 'white', 'pupil', 'grubbin', 'typic', 'live', 'underground', 'use', 'jaw', 'weapon', 'tool', 'burrow', 'extract', 'sap', 'tree', 'addit', 'creat', 'sticki', 'thread', 'shoot', 'mouth', 'use', 'swing', 'around', 'though', 'suspens', 'wire', 'love', 'electr', 'found', 'near', 'power', 'plant']"
Charjabug,5.754285714285718,5.701481481481483,"('Bug', 'Electric')",57,82,95,55,75,36,400,VII,None,"['charjabug', 'communicating', 'grubbin', 'using', 'sound', 'waves', 'charjabug', 'small', 'cuboid', 'pokémon', 'resembling', 'insect', 'body', 'consists', 'three', 'square', 'segments', 'last', 'two', 'sections', 'thin', 'ring-like', 'marking', 'stubby', 'brown', 'leg', 'side', 'eye', 'covered', 'blue', 'screen', 'visible', 'glow', 'two', 'short', 'yellow', 'spikes', 'extend', 'front', 'square', 'one', 'side', 'rectangular', 'mouth', 'mouth', 'gray', 'two', 'jaws', 'close', 'sideways', 'shaped', 'like', 'lightning', 'bolt', 'open', 'charjabug', 'often', 'found', 'half-buried', 'earth', 'leaves', 'munching', 'humus', 'body', 'electric', 'sac', 'uses', 'store', 'electricity', 'generated', 'digesting', 'food', 'electricity', 'stores', 'could', 'run', 'household', 'whole', 'day', 'shared', 'pokémon', 'shown', 'anime', 'send', 'sound', 'waves', 'communicate', 'nearby', 'grubbin']","['charjabug', 'commun', 'grubbin', 'use', 'sound', 'wave', 'charjabug', 'small', 'cuboid', 'pokémon', 'resembl', 'insect', 'bodi', 'consist', 'three', 'squar', 'segment', 'last', 'two', 'section', 'thin', 'ring-lik', 'mark', 'stubbi', 'brown', 'leg', 'side', 'eye', 'cover', 'blue', 'screen', 'visibl', 'glow', 'two', 'short', 'yellow', 'spike', 'extend', 'front', 'squar', 'one', 'side', 'rectangular', 'mouth', 'mouth', 'gray', 'two', 'jaw', 'close', 'sideway', 'shape', 'like', 'lightn', 'bolt', 'open', 'charjabug', 'often', 'found', 'half-buri', 'earth', 'leav', 'munch', 'humu', 'bodi', 'electr', 'sac', 'use', 'store', 'electr', 'gener', 'digest', 'food', 'electr', 'store', 'could', 'run', 'household', 'whole', 'day', 'share', 'pokémon', 'shown', 'anim', 'send', 'sound', 'wave', 'commun', 'nearbi', 'grubbin']"
Vikavolt,5.635465116279067,5.523098591549297,"('Bug', 'Electric')",77,70,90,145,75,43,500,VII,None,"['vikavolt', 'beetle-like', 'pokémon', 'large', 'pair', 'mandibles', 'small', 'orange', 'face', 'robotic', 'yellow', 'eyes', 'covered', 'blue', 'carapace', 'mandibles', 'extend', 'helmet', 'blue', 'inner', 'surface', 'yellow', 'outer', 'surface', 'base', 'mandible', 'large', 'spike', 'inside', 'lined', 'short', 'spikes', 'body', 'black', 'divided', 'three', 'sections', 'yellow', 'rings', 'last', 'two', 'sections', 'yellow', 'spot', 'side', 'back', 'pair', 'wide', 'flat', 'wings', 'transparent', 'blue', 'wing', 'covers', 'four', 'legs', 'front', 'pair', 'legs', 'two', 'claws', 'back', 'pair', 'one', 'vikavolt', 'produces', 'electricity', 'organ', 'abdomen', 'controls', 'huge', 'jaws', 'fire', 'powerful', 'electric', 'beams', 'clasps', 'charjabug', 'legs', 'able', 'utilize', 'extra', 'battery', 'allows', 'continue', 'firing', 'powerful', 'attacks', 'however', 'fierce', 'aerial', 'fights', 'release', 'charjabug', 'make', 'lighter', 'mobile', 'adept', 'flier', 'capable', 'acrobatic', 'maneuvers', 'tailspins', 'sharp', 'turns', 'even', 'weaves', 'complicated', 'tangles', 'branches', 'forest', 'able', 'maintain', 'high-speed', 'flight', 'known', 'rivalry', 'pinsir', 'heracross', 'shown', 'anime', 'likes', 'drink', 'tree', 'sap']","['vikavolt', 'beetle-lik', 'pokémon', 'larg', 'pair', 'mandibl', 'small', 'orang', 'face', 'robot', 'yellow', 'eye', 'cover', 'blue', 'carapac', 'mandibl', 'extend', 'helmet', 'blue', 'inner', 'surfac', 'yellow', 'outer', 'surfac', 'base', 'mandibl', 'larg', 'spike', 'insid', 'line', 'short', 'spike', 'bodi', 'black', 'divid', 'three', 'section', 'yellow', 'ring', 'last', 'two', 'section', 'yellow', 'spot', 'side', 'back', 'pair', 'wide', 'flat', 'wing', 'transpar', 'blue', 'wing', 'cover', 'four', 'leg', 'front', 'pair', 'leg', 'two', 'claw', 'back', 'pair', 'one', 'vikavolt', 'produc', 'electr', 'organ', 'abdomen', 'control', 'huge', 'jaw', 'fire', 'power', 'electr', 'beam', 'clasp', 'charjabug', 'leg', 'abl', 'util', 'extra', 'batteri', 'allow', 'continu', 'fire', 'power', 'attack', 'howev', 'fierc', 'aerial', 'fight', 'releas', 'charjabug', 'make', 'lighter', 'mobil', 'adept', 'flier', 'capabl', 'acrobat', 'maneuv', 'tailspin', 'sharp', 'turn', 'even', 'weav', 'complic', 'tangl', 'branch', 'forest', 'abl', 'maintain', 'high-spe', 'flight', 'known', 'rivalri', 'pinsir', 'heracross', 'shown', 'anim', 'like', 'drink', 'tree', 'sap']"
Crabrawler,5.6000000000000005,5.4960999999999975,Fighting,47,82,57,42,47,63,338,VII,None,"['crabrawler', 'crustacean', 'pokémon', 'resembling', 'crab', 'shell', 'purple', 'blue', 'yellow', 'accents', 'two', 'long', 'yellow', 'antennae', 'eyes', 'one', 'blue', 'eyelid', 'usually', 'half-closed', 'giving', 'appearance', 'black', 'eye', 'purple', 'shell', 'covering', 'body', 'appears', 'made', 'three', 'parts', 'two', 'plain', 'plates', 'covering', 'shoulders', 'part', 'chest', 'one', 'plate', 'covered', 'blue', 'stripes', 'across', 'underside', 'large', 'portion', 'yellow', 'body', 'visible', 'center', 'chest', 'tiny', 'spot', 'visible', 'center', 'back', 'crabrawler', 'three', 'pairs', 'legs', 'two', 'rear', 'pairs', 'smaller', 'yellow', 'joints', 'blue', 'tips', 'foremost', 'pair', 'legs', 'large', 'blue', 'pincers', 'resembling', 'boxing', 'gloves', 'small', 'amount', 'meat', 'claws', 'considered', 'delicious', 'competitive', 'pokémon', 'hates', 'lose', 'pokémon', 'uses', 'large', 'claws', 'protection', 'face', 'belly', 'closes', 'opponents', 'crabrawler', 'pincers', 'sometimes', 'break', 'overuse', 'grow', 'back', 'quickly', 'crabrawler', 'strives', 'achieve', 'high', 'social', 'standing', 'physically', 'higher', 'position', 'well', 'found', 'clinging', 'buildings', 'even', 'tall', 'people', 'punch', 'anyone', 'attempts', 'remove', 'perch', 'event', 'lose', 'mouth', 'foam', 'faints', 'capable', 'splitting', 'tree', 'trunks', 'usually', 'punches', 'trees', 'knock', 'ripe', 'berries', 'many', 'crabrawler', 'gather', 'around', 'tree', 'compete', 'ripe', 'berries', 'crabrawler', 'also', 'preys', 'exeggcute', 'known', 'mistake', 'exeggutor', 'coconut', 'trees', 'shake', 'stomp', 'crabrawler', 'climbed']","['crabrawl', 'crustacean', 'pokémon', 'resembl', 'crab', 'shell', 'purpl', 'blue', 'yellow', 'accent', 'two', 'long', 'yellow', 'antenna', 'eye', 'one', 'blue', 'eyelid', 'usual', 'half-clos', 'give', 'appear', 'black', 'eye', 'purpl', 'shell', 'cover', 'bodi', 'appear', 'made', 'three', 'part', 'two', 'plain', 'plate', 'cover', 'shoulder', 'part', 'chest', 'one', 'plate', 'cover', 'blue', 'stripe', 'across', 'undersid', 'larg', 'portion', 'yellow', 'bodi', 'visibl', 'center', 'chest', 'tini', 'spot', 'visibl', 'center', 'back', 'crabrawl', 'three', 'pair', 'leg', 'two', 'rear', 'pair', 'smaller', 'yellow', 'joint', 'blue', 'tip', 'foremost', 'pair', 'leg', 'larg', 'blue', 'pincer', 'resembl', 'box', 'glove', 'small', 'amount', 'meat', 'claw', 'consid', 'delici', 'competit', 'pokémon', 'hate', 'lose', 'pokémon', 'use', 'larg', 'claw', 'protect', 'face', 'belli', 'close', 'oppon', 'crabrawl', 'pincer', 'sometim', 'break', 'overus', 'grow', 'back', 'quickli', 'crabrawl', 'strive', 'achiev', 'high', 'social', 'stand', 'physic', 'higher', 'posit', 'well', 'found', 'cling', 'build', 'even', 'tall', 'peopl', 'punch', 'anyon', 'attempt', 'remov', 'perch', 'event', 'lose', 'mouth', 'foam', 'faint', 'capabl', 'split', 'tree', 'trunk', 'usual', 'punch', 'tree', 'knock', 'ripe', 'berri', 'mani', 'crabrawl', 'gather', 'around', 'tree', 'compet', 'ripe', 'berri', 'crabrawl', 'also', 'prey', 'exeggcut', 'known', 'mistak', 'exeggutor', 'coconut', 'tree', 'shake', 'stomp', 'crabrawl', 'climb']"
Tentacruel,5.6185294117647056,5.513090909090908,"('Poison', 'Water')",80,70,65,80,120,100,515,I,None,"['tentacruel', 'orbs', 'glowing', 'tentacruel', 'large', 'jellyfish-like', 'pokémon', 'clear', 'light', 'blue', 'body', 'two', 'large', 'red', 'orbs', 'either', 'side', 'smaller', 'orb', 'center', 'eyes', 'visible', 'round', 'lower', 'body', 'black', 'extending', 'lower', 'body', 'two', 'blue', 'beak', 'like', 'appendages', 'numerous', 'grayish', 'tentacles', 'red', 'orbs', 'glow', 'whenever', 'excited', 'agitated', 'may', 'alert', 'others', 'danger', 'stridently', 'flashing', 'also', 'capable', 'refracting', 'sunlight', 'storing', 'energy', 'firing', 'ultrasonic', 'waves', 'tentacruel', 'primarily', 'light', 'blue', 'body', 'helps', 'camouflage', 'water', 'total', 'tentacles', 'readily', 'extend', 'hunts', 'ensnare', 'prey', 'immobilizing', 'poison', 'tentacles', 'absorb', 'water', 'stretch', 'even', 'tentacles', 'hidden', 'kept', 'short', 'leaving', 'exposed', 'however', 'tends', 'lose', 'tentacles', 'ages', 'tentacruel', 'lives', 'underwater', 'rock', 'formations', 'found', 'throughout', 'ocean']","['tentacruel', 'orb', 'glow', 'tentacruel', 'larg', 'jellyfish-lik', 'pokémon', 'clear', 'light', 'blue', 'bodi', 'two', 'larg', 'red', 'orb', 'either', 'side', 'smaller', 'orb', 'center', 'eye', 'visibl', 'round', 'lower', 'bodi', 'black', 'extend', 'lower', 'bodi', 'two', 'blue', 'beak', 'like', 'appendag', 'numer', 'grayish', 'tentacl', 'red', 'orb', 'glow', 'whenev', 'excit', 'agit', 'may', 'alert', 'other', 'danger', 'strident', 'flash', 'also', 'capabl', 'refract', 'sunlight', 'store', 'energi', 'fire', 'ultrason', 'wave', 'tentacruel', 'primarili', 'light', 'blue', 'bodi', 'help', 'camouflag', 'water', 'total', 'tentacl', 'readili', 'extend', 'hunt', 'ensnar', 'prey', 'immobil', 'poison', 'tentacl', 'absorb', 'water', 'stretch', 'even', 'tentacl', 'hidden', 'kept', 'short', 'leav', 'expos', 'howev', 'tend', 'lose', 'tentacl', 'age', 'tentacruel', 'live', 'underwat', 'rock', 'format', 'found', 'throughout', 'ocean']"
Crabominable,5.451875,5.469082568807338,"('Fighting', 'Ice')",97,132,77,62,67,43,478,VII,None,"['crabominable', 'crustacean', 'pokémon', 'resembles', 'crab', 'covered', 'white', 'fur', 'fur', 'fluffier', 'around', 'mouth', 'shoulders', 'claws', 'fur', 'absent', 'face', 'tips', 'legs', 'arms', 'portions', 'chest', 'abdomen', 'back', 'arms', 'top', 'head', 'patch', 'yellow', 'fur', 'two', 'tufts', 'extending', 'upward', 'face', 'light', 'blue', 'beady', 'black', 'eyes', 'large', 'mouth', 'two', 'blunt', 'teeth', 'visible', 'mouth', 'dumbell-shaped', 'dark', 'blue', 'marking', 'abdomen', 'also', 'dark', 'blue', 'lighter', 'blue', 'stripes', 'two', 'sections', 'create', 'impression', 'pectoral', 'abdominal', 'muscles', 'back', 'two', 'dark', 'blue', 'spots', 'arms', 'segmented', 'three', 'parts', 'arm', 'segments', 'grow', 'size', 'smallest', 'closest', 'body', 'dark', 'blue', 'spot', 'center', 'segment', 'claws', 'light', 'blue', 'dark', 'blue', 'pawprint-shaped', 'marking', 'tips', 'mark', 'would', 'palm', 'paw', 'actually', 'lower', 'half', 'pincer', 'also', 'four', 'short', 'legs', 'light', 'blue', 'pointed', 'tips', 'tips', 'freezing', 'touch', 'shown', 'pokémon', 'refresh', 'crabominable', 'grew', 'fluffy', 'fur', 'combat', 'icy', 'cold', 'mountain', 'home', 'also', 'store', 'cold', 'claws', 'capable', 'smashing', 'ice', 'walls', 'halting', 'avalanches', 'desperate', 'times', 'claws', 'even', 'fired', 'like', 'rockets', 'claws', 'also', 'used', 'perform', 'signature', 'move', 'ice', 'hammer']","['crabomin', 'crustacean', 'pokémon', 'resembl', 'crab', 'cover', 'white', 'fur', 'fur', 'fluffier', 'around', 'mouth', 'shoulder', 'claw', 'fur', 'absent', 'face', 'tip', 'leg', 'arm', 'portion', 'chest', 'abdomen', 'back', 'arm', 'top', 'head', 'patch', 'yellow', 'fur', 'two', 'tuft', 'extend', 'upward', 'face', 'light', 'blue', 'beadi', 'black', 'eye', 'larg', 'mouth', 'two', 'blunt', 'teeth', 'visibl', 'mouth', 'dumbell-shap', 'dark', 'blue', 'mark', 'abdomen', 'also', 'dark', 'blue', 'lighter', 'blue', 'stripe', 'two', 'section', 'creat', 'impress', 'pector', 'abdomin', 'muscl', 'back', 'two', 'dark', 'blue', 'spot', 'arm', 'segment', 'three', 'part', 'arm', 'segment', 'grow', 'size', 'smallest', 'closest', 'bodi', 'dark', 'blue', 'spot', 'center', 'segment', 'claw', 'light', 'blue', 'dark', 'blue', 'pawprint-shap', 'mark', 'tip', 'mark', 'would', 'palm', 'paw', 'actual', 'lower', 'half', 'pincer', 'also', 'four', 'short', 'leg', 'light', 'blue', 'point', 'tip', 'tip', 'freez', 'touch', 'shown', 'pokémon', 'refresh', 'crabomin', 'grew', 'fluffi', 'fur', 'combat', 'ici', 'cold', 'mountain', 'home', 'also', 'store', 'cold', 'claw', 'capabl', 'smash', 'ice', 'wall', 'halt', 'avalanch', 'desper', 'time', 'claw', 'even', 'fire', 'like', 'rocket', 'claw', 'also', 'use', 'perform', 'signatur', 'move', 'ice', 'hammer']"
Oricorio,5.679411764705884,5.605806451612903,"('Fire', 'Flying')",75,70,70,98,70,93,476,VII,None,"['oricorio', 'avian', 'pokémon', 'change', 'four', 'markedly', 'different', 'forms', 'form', 'takes', 'depends', 'kind', 'nectar', 'consumes', 'forms', 'light', 'pink', 'beak', 'thin', 'legs', 'dark', 'eyes', 'white', 'pupils', 'feet', 'three', 'toes', 'front', 'one', 'back', 'beak', 'curves', 'downward', 'baile', 'style', 'resides', ""ula'ula"", 'island', 'oricorio', 'covered', 'red', 'feathers', 'two', 'lines', 'black', 'feathers', 'across', 'wings', 'tail', 'plumage', 'resembles', 'frilly', 'flamenco', 'dress', 'back', 'head', 'white', 'ball', 'thin', 'spiraled', 'extensions', 'either', 'side', 'resemble', 'earrings', 'eyelids', 'purple', 'long', 'tail', 'baile', 'style', 'oricorio', 'passionate', 'exudes', 'power', 'dances', 'get', 'fiercely', 'angry', 'given', 'wrong', 'orders', 'throws', 'downy', 'fluff', 'dances', 'ignite', 'perform', 'fiery', 'dance', 'attack', 'oricorio', 'known', 'pokémon', 'learn', 'revelation', 'dance', 'changes', 'type', 'according', 'oricorio', 'style']","['oricorio', 'avian', 'pokémon', 'chang', 'four', 'markedli', 'differ', 'form', 'form', 'take', 'depend', 'kind', 'nectar', 'consum', 'form', 'light', 'pink', 'beak', 'thin', 'leg', 'dark', 'eye', 'white', 'pupil', 'feet', 'three', 'toe', 'front', 'one', 'back', 'beak', 'curv', 'downward', 'bail', 'style', 'resid', ""ula'ula"", 'island', 'oricorio', 'cover', 'red', 'feather', 'two', 'line', 'black', 'feather', 'across', 'wing', 'tail', 'plumag', 'resembl', 'frilli', 'flamenco', 'dress', 'back', 'head', 'white', 'ball', 'thin', 'spiral', 'extens', 'either', 'side', 'resembl', 'ear', 'eyelid', 'purpl', 'long', 'tail', 'bail', 'style', 'oricorio', 'passion', 'exud', 'power', 'danc', 'get', 'fierc', 'angri', 'given', 'wrong', 'order', 'throw', 'downi', 'fluff', 'danc', 'ignit', 'perform', 'fieri', 'danc', 'attack', 'oricorio', 'known', 'pokémon', 'learn', 'revel', 'danc', 'chang', 'type', 'accord', 'oricorio', 'style']"
Cutiefly,5.9445454545454535,5.994677419354839,"('Bug', 'Fairy')",40,45,40,55,40,84,304,VII,None,"['cutiefly', 'tiny', 'pokémon', 'pair', 'comparatively', 'large', 'wings', 'pale', 'yellow', 'body', 'white', 'face', 'tail', 'large', 'eyes', 'spots', 'resembling', 'pixels', 'long', 'brown', 'proboscis', 'two', 'tiny', 'transparent', 'tufts', 'head', 'resembling', 'antennae', 'wide', 'flat', 'white', 'wings', 'brown', 'loop', 'marking', 'toward', 'bottom', 'in-between', 'wings', 'white', 'tuft', 'fuzz', 'four', 'spindly', 'legs', 'round', 'feet', 'cutiefly', 'capable', 'detecting', 'aura', 'living', 'things', 'plants', 'people', 'pokémon', 'uses', 'ability', 'predict', 'movements', 'opponents', 'collects', 'nectar', 'pollen', 'flowers', 'found', 'color', 'brightness', 'auras', 'however', 'living', 'creature', 'excited', 'aura', 'resembles', 'flower', 'full', 'bloom', 'result', 'cutiefly', 'tends', 'gather', 'around', 'beings', 'feeling', 'strong', 'emotions', 'pokémon', 'found', 'fields', 'meadows', 'sometimes', 'attracted', 'towns', 'buildings', 'emotions', 'living', 'beings', 'loving', 'nectar', 'pollen', 'often', 'gets', 'skirmishes', 'butterfree', 'food', 'spinarak', 'pineco', 'natural', 'predators', 'cutiefly', 'cutiefly', 'tiny', 'pokémon', 'tying', 'joltik', 'flabébé', 'comfey', 'cosmoem', 'smallest', 'pokémon', 'overall', 'additionally', 'lightest', 'bug', 'pokémon']","['cutiefli', 'tini', 'pokémon', 'pair', 'compar', 'larg', 'wing', 'pale', 'yellow', 'bodi', 'white', 'face', 'tail', 'larg', 'eye', 'spot', 'resembl', 'pixel', 'long', 'brown', 'probosci', 'two', 'tini', 'transpar', 'tuft', 'head', 'resembl', 'antenna', 'wide', 'flat', 'white', 'wing', 'brown', 'loop', 'mark', 'toward', 'bottom', 'in-between', 'wing', 'white', 'tuft', 'fuzz', 'four', 'spindli', 'leg', 'round', 'feet', 'cutiefli', 'capabl', 'detect', 'aura', 'live', 'thing', 'plant', 'peopl', 'pokémon', 'use', 'abil', 'predict', 'movement', 'oppon', 'collect', 'nectar', 'pollen', 'flower', 'found', 'color', 'bright', 'aura', 'howev', 'live', 'creatur', 'excit', 'aura', 'resembl', 'flower', 'full', 'bloom', 'result', 'cutiefli', 'tend', 'gather', 'around', 'be', 'feel', 'strong', 'emot', 'pokémon', 'found', 'field', 'meadow', 'sometim', 'attract', 'town', 'build', 'emot', 'live', 'be', 'love', 'nectar', 'pollen', 'often', 'get', 'skirmish', 'butterfre', 'food', 'spinarak', 'pineco', 'natur', 'predat', 'cutiefli', 'cutiefli', 'tini', 'pokémon', 'tie', 'joltik', 'flabébé', 'comfey', 'cosmoem', 'smallest', 'pokémon', 'overal', 'addit', 'lightest', 'bug', 'pokémon']"
Ribombee,5.626966292134836,5.6253488372093035,"('Bug', 'Fairy')",60,55,60,95,70,124,464,VII,None,"['ribombee', 'tiny', 'insectoid', 'pokémon', 'large', 'head', 'slightly', 'smaller', 'body', 'thin', 'arms', 'legs', 'covered', 'fluffy', 'yellow', 'hair', 'white', 'face', 'lower', 'body', 'tuft', 'hair', 'back', 'big', 'eyes', 'one', 'white', 'one', 'brown', 'square', 'speck', 'center', 'eyes', 'white', 'hairs', 'similar', 'eyelashes', 'two', 'black', 'antennae', 'around', 'neck', 'brown', 'scarf', 'needle-like', 'projection', 'front', 'two', 'wings', 'nearly', 'large', 'body', 'sprout', 'back', 'wings', 'white', 'three', 'brown', 'loop', 'designs', 'near', 'base', 'four', 'thin', 'limbs', 'bulbous', 'hands', 'feet', 'ribombee', 'uses', 'fluffy', 'hair', 'hold', 'pollen', 'collects', 'flowers', 'rain', 'turns', 'hair', 'dirty', 'pollen', 'damp', 'visits', 'fields', 'weather', 'remain', 'clear', 'storms', 'horizon', 'ribombee', 'hide', 'tree', 'hollows', 'wait', 'stock-still', 'pollen', 'nectar', 'collects', 'used', 'form', 'balls', 'called', 'pollen', 'puffs', 'balls', 'used', 'food', 'relieve', 'tiredness', 'soothing', 'effect', 'alolan', 'people', 'sell', 'pollen', 'puffs', 'valuable', 'nutritious', 'supplements', 'pollen', 'puffs', 'also', 'used', 'attack', 'paralysis', 'dizziness', 'ribombee', 'signature', 'move', 'also', 'called', 'pollen', 'puff']","['ribombe', 'tini', 'insectoid', 'pokémon', 'larg', 'head', 'slightli', 'smaller', 'bodi', 'thin', 'arm', 'leg', 'cover', 'fluffi', 'yellow', 'hair', 'white', 'face', 'lower', 'bodi', 'tuft', 'hair', 'back', 'big', 'eye', 'one', 'white', 'one', 'brown', 'squar', 'speck', 'center', 'eye', 'white', 'hair', 'similar', 'eyelash', 'two', 'black', 'antenna', 'around', 'neck', 'brown', 'scarf', 'needle-lik', 'project', 'front', 'two', 'wing', 'nearli', 'larg', 'bodi', 'sprout', 'back', 'wing', 'white', 'three', 'brown', 'loop', 'design', 'near', 'base', 'four', 'thin', 'limb', 'bulbou', 'hand', 'feet', 'ribombe', 'use', 'fluffi', 'hair', 'hold', 'pollen', 'collect', 'flower', 'rain', 'turn', 'hair', 'dirti', 'pollen', 'damp', 'visit', 'field', 'weather', 'remain', 'clear', 'storm', 'horizon', 'ribombe', 'hide', 'tree', 'hollow', 'wait', 'stock-stil', 'pollen', 'nectar', 'collect', 'use', 'form', 'ball', 'call', 'pollen', 'puff', 'ball', 'use', 'food', 'reliev', 'tired', 'sooth', 'effect', 'alolan', 'peopl', 'sell', 'pollen', 'puff', 'valuabl', 'nutriti', 'supplement', 'pollen', 'puff', 'also', 'use', 'attack', 'paralysi', 'dizzi', 'ribombe', 'signatur', 'move', 'also', 'call', 'pollen', 'puff']"
Rockruff,5.3816417910447765,5.2970491803278685,Rock,45,65,40,30,40,60,280,VII,None,"['rockruff', 'quadruped', 'canine', 'pokémon', 'primarily', 'light', 'brown', 'darker', 'brown', 'muzzle', 'paws', 'ear', 'tips', 'large', 'blue', 'eyes', 'wp|canine', 'terminology', 'ears|button', 'ears', 'short', 'muzzle', 'triangular', 'pink', 'nose', 'short', 'tuft', 'fur', 'cheek', 'around', 'neck', 'ruff', 'grayish-white', 'fur', 'stubbed', 'dark', 'brown', 'pebbles', 'dark', 'brown', 'markings', 'paws', 'extend', 'thin', 'point', 'wrist', 'ankle', 'grayish-white', 'tail', 'curls', 'tightly', 'back', 'covered', 'fluffy', 'fur', 'rockruff', 'excellent', 'sense', 'smell', 'never', 'forget', 'odor', 'smelling', 'tales', 'reuniting', 'trainer', 'becoming', 'lost', 'following', 'faintest', 'traces', 'scent', 'pokémon', 'sociable', 'greet', 'others', 'rubbing', 'rocks', 'around', 'neck', 'ages', 'rockruff', 'becomes', 'wilder', 'close', 'evolving', 'begin', 'howl', 'sun', 'goes', 'said', 'leave', 'trainer', 'side', 'return', 'evolved', 'persistent', 'pokémon', 'keep', 'going', 'outlasts', 'foes', 'even', 'powerful', 'known', 'fight', 'growlithe', 'territory']","['rockruff', 'quadrup', 'canin', 'pokémon', 'primarili', 'light', 'brown', 'darker', 'brown', 'muzzl', 'paw', 'ear', 'tip', 'larg', 'blue', 'eye', 'wp|canin', 'terminolog', 'ears|button', 'ear', 'short', 'muzzl', 'triangular', 'pink', 'nose', 'short', 'tuft', 'fur', 'cheek', 'around', 'neck', 'ruff', 'grayish-whit', 'fur', 'stub', 'dark', 'brown', 'pebbl', 'dark', 'brown', 'mark', 'paw', 'extend', 'thin', 'point', 'wrist', 'ankl', 'grayish-whit', 'tail', 'curl', 'tightli', 'back', 'cover', 'fluffi', 'fur', 'rockruff', 'excel', 'sens', 'smell', 'never', 'forget', 'odor', 'smell', 'tale', 'reunit', 'trainer', 'becom', 'lost', 'follow', 'faintest', 'trace', 'scent', 'pokémon', 'sociabl', 'greet', 'other', 'rub', 'rock', 'around', 'neck', 'age', 'rockruff', 'becom', 'wilder', 'close', 'evolv', 'begin', 'howl', 'sun', 'goe', 'said', 'leav', 'trainer', 'side', 'return', 'evolv', 'persist', 'pokémon', 'keep', 'go', 'outlast', 'foe', 'even', 'power', 'known', 'fight', 'growlith', 'territori']"
